Date,Streamflow,Precip,Year,Month,Day
1957-06-02,12.204,0,1957,6,2
1957-06-03,12.728,2.1,1957,6,3
1957-06-04,11.346,0,1957,6,4
1957-06-05,9.856,0,1957,6,5
1957-06-06,9.856,0.9,1957,6,6
1957-06-07,10.181,1.7,1957,6,7
1957-06-08,11.177,1.8,1957,6,8
1957-06-09,11.177,8.5,1957,6,9
1957-06-10,12.728,1.9,1957,6,10
1957-06-11,14.715,0,1957,6,11
1957-06-12,19.578,9.4,1957,6,12
1957-06-13,17.773,8.9,1957,6,13
1957-06-14,14.53,1.1,1957,6,14
1957-06-15,16.22,9.5,1957,6,15
1957-06-16,14.53,0.1,1957,6,16
1957-06-17,14.347,0.8,1957,6,17
1957-06-18,12.728,0.2,1957,6,18
1957-06-19,10.018,0.1,1957,6,19
1957-06-20,7.834,0,1957,6,20
1957-06-21,6.529,0.4,1957,6,21
1957-06-22,5.438,0,1957,6,22
1957-06-23,5.046,0.4,1957,6,23
1957-06-24,4.791,0.2,1957,6,24
1957-06-25,4.665,0.1,1957,6,25
1957-06-26,4.665,0.1,1957,6,26
1957-06-27,5.176,2.9,1957,6,27
1957-06-28,4.918,1.5,1957,6,28
1957-06-29,4.416,0.7,1957,6,29
1957-06-30,4.052,0,1957,6,30
1957-07-01,3.815,0,1957,7,1
1957-07-02,5.306,3.8,1957,7,2
1957-07-03,8.287,0.2,1957,7,3
1957-07-04,7.537,0,1957,7,4
1957-07-05,6.388,0,1957,7,5
1957-07-06,5.57,0.6,1957,7,6
1957-07-07,4.791,0.4,1957,7,7
1957-07-08,4.665,2,1957,7,8
1957-07-09,5.176,4,1957,7,9
1957-07-10,5.176,7,1957,7,10
1957-07-11,4.918,0.6,1957,7,11
1957-07-12,4.918,0.8,1957,7,12
1957-07-13,4.54,8.2,1957,7,13
1957-07-14,4.918,0,1957,7,14
1957-07-15,4.918,2,1957,7,15
1957-07-16,5.176,3,1957,7,16
1957-07-17,5.57,0.1,1957,7,17
1957-07-18,6.812,8.5,1957,7,18
1957-07-19,9.695,38.8,1957,7,19
1957-07-20,10.675,8.8,1957,7,20
1957-07-21,8.439,0.8,1957,7,21
1957-07-22,6.388,0,1957,7,22
1957-07-23,4.918,0,1957,7,23
1957-07-24,5.046,3,1957,7,24
1957-07-25,4.665,3.5,1957,7,25
1957-07-26,4.294,10.9,1957,7,26
1957-07-27,3.815,4.6,1957,7,27
1957-07-28,3.469,0.4,1957,7,28
1957-07-29,3.026,9.2,1957,7,29
1957-07-30,2.918,0.1,1957,7,30
1957-07-31,2.4,0,1957,7,31
1957-08-01,2.011,0,1957,8,1
1957-08-02,1.825,0,1957,8,2
1957-08-03,1.567,0,1957,8,3
1957-08-04,1.422,0.2,1957,8,4
1957-08-05,1.282,0,1957,8,5
1957-08-06,1.149,0,1957,8,6
1957-08-07,1.022,0,1957,8,7
1957-08-08,0.961,0,1957,8,8
1957-08-09,0.902,0.8,1957,8,9
1957-08-10,0.902,0,1957,8,10
1957-08-11,0.902,1.1,1957,8,11
1957-08-12,1.085,9,1957,8,12
1957-08-13,1.085,14,1957,8,13
1957-08-14,1.022,0,1957,8,14
1957-08-15,0.902,0,1957,8,15
1957-08-16,0.902,1,1957,8,16
1957-08-17,0.902,0,1957,8,17
1957-08-18,0.902,0,1957,8,18
1957-08-19,0.902,0,1957,8,19
1957-08-20,0.844,8.8,1957,8,20
1957-08-21,0.844,0.2,1957,8,21
1957-08-22,0.844,0,1957,8,22
1957-08-23,0.844,0.9,1957,8,23
1957-08-24,0.788,1,1957,8,24
1957-08-25,0.733,0,1957,8,25
1957-08-26,0.733,1.9,1957,8,26
1957-08-27,1.022,6.1,1957,8,27
1957-08-28,1.149,1.5,1957,8,28
1957-08-29,1.085,0,1957,8,29
1957-08-30,1.022,0,1957,8,30
1957-08-31,0.961,1.6,1957,8,31
1957-09-01,0.961,1.3,1957,9,1
1957-09-02,0.961,3,1957,9,2
1957-09-03,0.961,0,1957,9,3
1957-09-04,0.961,0,1957,9,4
1957-09-05,0.961,0,1957,9,5
1957-09-06,1.022,0,1957,9,6
1957-09-07,0.961,0.2,1957,9,7
1957-09-08,0.902,4.1,1957,9,8
1957-09-09,1.351,7,1957,9,9
1957-09-10,2.106,0.9,1957,9,10
1957-09-11,2.011,0.3,1957,9,11
1957-09-12,2.4,1.3,1957,9,12
1957-09-13,2.603,4.2,1957,9,13
1957-09-14,2.4,0.9,1957,9,14
1957-09-15,2.106,0.4,1957,9,15
1957-09-16,1.734,0,1957,9,16
1957-09-17,1.494,0,1957,9,17
1957-09-18,1.351,0,1957,9,18
1957-09-19,1.215,0,1957,9,19
1957-09-20,1.085,0,1957,9,20
1957-09-21,1.022,0,1957,9,21
1957-09-22,1.022,1.7,1957,9,22
1957-09-23,0.961,4.8,1957,9,23
1957-09-24,0.902,0,1957,9,24
1957-09-25,0.844,0,1957,9,25
1957-09-26,0.788,0.5,1957,9,26
1957-09-27,0.902,3,1957,9,27
1957-09-28,0.902,5.1,1957,9,28
1957-09-29,0.961,0.8,1957,9,29
1957-09-30,1.022,2.6,1957,9,30
1957-10-01,1.022,0,1957,10,1
1957-10-02,1.022,2,1957,10,2
1957-10-03,1.085,5.1,1957,10,3
1957-10-04,1.149,1.2,1957,10,4
1957-10-05,1.149,5.5,1957,10,5
1957-10-06,1.149,1.2,1957,10,6
1957-10-07,1.282,5.9,1957,10,7
1957-10-08,1.282,4.9,1957,10,8
1957-10-09,1.351,0,1957,10,9
1957-10-10,2.501,0.3,1957,10,10
1957-10-11,2.918,0.9,1957,10,11
1957-10-12,3.135,1.2,1957,10,12
1957-10-13,6.812,11,1957,10,13
1957-10-14,6.529,9.7,1957,10,14
1957-10-15,5.176,0,1957,10,15
1957-10-16,4.294,0.5,1957,10,16
1957-10-17,4.172,6,1957,10,17
1957-10-18,3.469,0.4,1957,10,18
1957-10-19,2.812,0,1957,10,19
1957-10-20,2.4,0,1957,10,20
1957-10-21,2.106,0.1,1957,10,21
1957-10-22,1.917,6.9,1957,10,22
1957-10-23,1.643,0,1957,10,23
1957-10-24,1.643,0,1957,10,24
1957-10-25,1.643,11.8,1957,10,25
1957-10-26,1.643,5,1957,10,26
1957-10-27,1.643,0,1957,10,27
1957-10-28,1.643,0.1,1957,10,28
1957-10-29,1.643,0,1957,10,29
1957-10-30,1.643,5,1957,10,30
1957-10-31,1.643,6.4,1957,10,31
1957-11-01,1.643,0,1957,11,1
1957-11-02,1.567,2.9,1957,11,2
1957-11-03,1.422,3.1,1957,11,3
1957-11-04,1.734,0,1957,11,4
1957-11-05,4.052,3.9,1957,11,5
1957-11-06,4.54,0,1957,11,6
1957-11-07,4.052,0,1957,11,7
1957-11-08,3.357,0.9,1957,11,8
1957-11-09,2.707,0.5,1957,11,9
1957-11-10,2.3,0,1957,11,10
1957-11-11,1.825,0,1957,11,11
1957-11-12,1.494,0,1957,11,12
1957-11-13,1.351,0,1957,11,13
1957-11-14,1.215,0,1957,11,14
1957-11-15,1.215,0.1,1957,11,15
1957-11-16,1.149,0,1957,11,16
1957-11-17,1.149,0.5,1957,11,17
1957-11-18,1.149,0,1957,11,18
1957-11-19,1.149,0,1957,11,19
1957-11-20,1.149,0,1957,11,20
1957-11-21,1.149,0.5,1957,11,21
1957-11-22,1.085,1.2,1957,11,22
1957-11-23,1.085,0.1,1957,11,23
1957-11-24,1.022,2.9,1957,11,24
1957-11-25,1.022,0.1,1957,11,25
1957-11-26,1.022,1.7,1957,11,26
1957-11-27,0.961,9.2,1957,11,27
1957-11-28,0.961,0.5,1957,11,28
1957-11-29,0.902,0,1957,11,29
1957-11-30,0.902,0.1,1957,11,30
1957-12-01,1.567,5,1957,12,1
1957-12-02,2.106,0.3,1957,12,2
1957-12-03,2.707,0.2,1957,12,3
1957-12-04,4.665,4.3,1957,12,4
1957-12-05,3.584,0,1957,12,5
1957-12-06,3.469,7.5,1957,12,6
1957-12-07,3.135,8.2,1957,12,7
1957-12-08,2.918,1.8,1957,12,8
1957-12-09,2.707,0.1,1957,12,9
1957-12-10,2.501,0,1957,12,10
1957-12-11,2.3,0,1957,12,11
1957-12-12,2.106,0,1957,12,12
1957-12-13,1.917,0,1957,12,13
1957-12-14,1.643,2.1,1957,12,14
1957-12-15,1.422,6,1957,12,15
1957-12-16,1.215,3.1,1957,12,16
1957-12-17,1.215,5.7,1957,12,17
1957-12-18,1.282,3.9,1957,12,18
1957-12-19,1.351,0,1957,12,19
1957-12-20,1.351,1.4,1957,12,20
1957-12-21,1.282,10.4,1957,12,21
1957-12-22,1.215,1.5,1957,12,22
1957-12-23,1.149,5.2,1957,12,23
1957-12-24,1.149,0,1957,12,24
1957-12-25,1.215,0.9,1957,12,25
1957-12-26,1.215,5.5,1957,12,26
1957-12-27,1.149,15,1957,12,27
1957-12-28,1.085,12,1957,12,28
1957-12-29,0.961,7.9,1957,12,29
1957-12-30,0.902,2.5,1957,12,30
1957-12-31,0.788,0,1957,12,31
1958-01-01,0.788,0,1958,1,1
1958-01-02,0.733,0,1958,1,2
1958-01-03,0.733,0,1958,1,3
1958-01-04,0.733,0,1958,1,4
1958-01-05,0.733,1.2,1958,1,5
1958-01-06,0.68,1.1,1958,1,6
1958-01-07,0.68,0,1958,1,7
1958-01-08,0.68,0,1958,1,8
1958-01-09,0.68,0,1958,1,9
1958-01-10,0.68,0,1958,1,10
1958-01-11,0.629,1.1,1958,1,11
1958-01-12,0.629,0.5,1958,1,12
1958-01-13,0.629,0.9,1958,1,13
1958-01-14,0.629,0.3,1958,1,14
1958-01-15,0.629,3,1958,1,15
1958-01-16,0.629,13.2,1958,1,16
1958-01-17,0.58,9.5,1958,1,17
1958-01-18,0.58,3,1958,1,18
1958-01-19,0.58,1.8,1958,1,19
1958-01-20,0.58,1.6,1958,1,20
1958-01-21,0.532,0,1958,1,21
1958-01-22,0.532,0,1958,1,22
1958-01-23,0.532,0.5,1958,1,23
1958-01-24,0.532,3.4,1958,1,24
1958-01-25,0.532,0,1958,1,25
1958-01-26,0.532,0,1958,1,26
1958-01-27,0.532,0,1958,1,27
1958-01-28,0.532,7,1958,1,28
1958-01-29,0.733,4.2,1958,1,29
1958-01-30,0.733,0.1,1958,1,30
1958-01-31,0.733,3,1958,1,31
1958-02-01,0.788,14,1958,2,1
1958-02-02,0.844,5.2,1958,2,2
1958-02-03,0.902,3.5,1958,2,3
1958-02-04,0.961,0,1958,2,4
1958-02-05,0.961,0,1958,2,5
1958-02-06,1.022,0,1958,2,6
1958-02-07,1.085,0,1958,2,7
1958-02-08,1.022,0,1958,2,8
1958-02-09,1.022,0,1958,2,9
1958-02-10,0.961,0,1958,2,10
1958-02-11,0.961,0,1958,2,11
1958-02-12,0.902,1.5,1958,2,12
1958-02-13,0.844,0,1958,2,13
1958-02-14,0.844,0.4,1958,2,14
1958-02-15,0.788,0.3,1958,2,15
1958-02-16,0.788,2.3,1958,2,16
1958-02-17,0.733,1.1,1958,2,17
1958-02-18,0.733,0,1958,2,18
1958-02-19,0.733,0,1958,2,19
1958-02-20,0.733,0.2,1958,2,20
1958-02-21,0.68,0,1958,2,21
1958-02-22,0.68,0,1958,2,22
1958-02-23,0.629,0,1958,2,23
1958-02-24,0.629,0,1958,2,24
1958-02-25,0.58,0,1958,2,25
1958-02-26,0.532,0,1958,2,26
1958-02-27,0.532,0.1,1958,2,27
1958-02-28,0.486,2,1958,2,28
1958-03-01,0.442,4,1958,3,1
1958-03-02,0.442,0,1958,3,2
1958-03-03,0.442,0,1958,3,3
1958-03-04,0.442,6.8,1958,3,4
1958-03-05,0.4,4.7,1958,3,5
1958-03-06,0.4,0,1958,3,6
1958-03-07,0.4,0,1958,3,7
1958-03-08,0.4,0,1958,3,8
1958-03-09,0.4,0,1958,3,9
1958-03-10,0.36,0,1958,3,10
1958-03-11,0.36,0,1958,3,11
1958-03-12,0.36,0,1958,3,12
1958-03-13,0.36,0,1958,3,13
1958-03-14,0.321,0,1958,3,14
1958-03-15,0.321,0.9,1958,3,15
1958-03-16,0.321,1,1958,3,16
1958-03-17,0.321,2.8,1958,3,17
1958-03-18,0.321,0,1958,3,18
1958-03-19,0.321,0,1958,3,19
1958-03-20,0.321,0,1958,3,20
1958-03-21,0.321,0,1958,3,21
1958-03-22,0.321,0,1958,3,22
1958-03-23,0.321,0,1958,3,23
1958-03-24,0.321,0,1958,3,24
1958-03-25,0.321,0,1958,3,25
1958-03-26,0.321,0,1958,3,26
1958-03-27,0.285,0,1958,3,27
1958-03-28,0.285,0,1958,3,28
1958-03-29,0.285,0,1958,3,29
1958-03-30,0.285,0,1958,3,30
1958-03-31,0.285,0,1958,3,31
1958-04-01,0.285,0,1958,4,1
1958-04-02,0.285,0,1958,4,2
1958-04-03,0.285,0,1958,4,3
1958-04-04,0.285,0,1958,4,4
1958-04-05,0.25,0,1958,4,5
1958-04-06,0.25,0,1958,4,6
1958-04-07,0.25,1.9,1958,4,7
1958-04-08,0.25,1.2,1958,4,8
1958-04-09,0.25,1.9,1958,4,9
1958-04-10,0.25,0,1958,4,10
1958-04-11,0.285,0,1958,4,11
1958-04-12,0.285,0,1958,4,12
1958-04-13,0.285,0.5,1958,4,13
1958-04-14,0.285,5.1,1958,4,14
1958-04-15,0.321,1.5,1958,4,15
1958-04-16,0.321,3.5,1958,4,16
1958-04-17,0.321,1.2,1958,4,17
1958-04-18,0.321,0,1958,4,18
1958-04-19,0.285,0,1958,4,19
1958-04-20,0.285,0,1958,4,20
1958-04-21,0.285,2.8,1958,4,21
1958-04-22,0.25,0,1958,4,22
1958-04-23,0.25,0,1958,4,23
1958-04-24,0.217,0,1958,4,24
1958-04-25,0.217,0,1958,4,25
1958-04-26,0.217,0.1,1958,4,26
1958-04-27,0.217,0.5,1958,4,27
1958-04-28,0.217,0,1958,4,28
1958-04-29,0.25,0,1958,4,29
1958-04-30,0.25,0.7,1958,4,30
1958-05-01,0.25,3.1,1958,5,1
1958-05-02,0.25,0.4,1958,5,2
1958-05-03,0.25,0.4,1958,5,3
1958-05-04,0.25,0,1958,5,4
1958-05-05,0.25,0.6,1958,5,5
1958-05-06,0.321,0,1958,5,6
1958-05-07,0.4,0,1958,5,7
1958-05-08,0.486,0.3,1958,5,8
1958-05-09,1.022,2.2,1958,5,9
1958-05-10,0.58,4.4,1958,5,10
1958-05-11,0.58,0,1958,5,11
1958-05-12,0.58,0,1958,5,12
1958-05-13,0.68,0.7,1958,5,13
1958-05-14,0.733,0,1958,5,14
1958-05-15,0.844,0,1958,5,15
1958-05-16,1.085,5,1958,5,16
1958-05-17,1.149,1.8,1958,5,17
1958-05-18,1.215,0,1958,5,18
1958-05-19,1.282,0,1958,5,19
1958-05-20,1.422,0,1958,5,20
1958-05-21,1.422,6.8,1958,5,21
1958-05-22,1.825,1.5,1958,5,22
1958-05-23,2.501,1.3,1958,5,23
1958-05-24,3.026,0,1958,5,24
1958-05-25,3.699,0,1958,5,25
1958-05-26,5.704,1.7,1958,5,26
1958-05-27,11.346,14.7,1958,5,27
1958-05-28,12.553,0.1,1958,5,28
1958-05-29,12.378,0,1958,5,29
1958-05-30,12.728,14.1,1958,5,30
1958-05-31,12.553,2.8,1958,5,31
1958-06-01,12.905,0,1958,6,1
1958-06-02,12.905,0,1958,6,2
1958-06-03,12.728,0,1958,6,3
1958-06-04,12.03,0,1958,6,4
1958-06-05,11.516,0,1958,6,5
1958-06-06,10.345,0,1958,6,6
1958-06-07,9.535,0,1958,6,7
1958-06-08,8.439,0,1958,6,8
1958-06-09,7.834,0,1958,6,9
1958-06-10,6.955,0,1958,6,10
1958-06-11,6.25,0.6,1958,6,11
1958-06-12,5.438,0.8,1958,6,12
1958-06-13,4.918,1.5,1958,6,13
1958-06-14,4.54,1.8,1958,6,14
1958-06-15,4.416,0,1958,6,15
1958-06-16,12.204,0.2,1958,6,16
1958-06-17,14.715,0,1958,6,17
1958-06-18,15.086,1.5,1958,6,18
1958-06-19,15.273,27.3,1958,6,19
1958-06-20,14.715,6.3,1958,6,20
1958-06-21,13.8,11.6,1958,6,21
1958-06-22,12.905,0.8,1958,6,22
1958-06-23,11.687,0.1,1958,6,23
1958-06-24,10.842,7.9,1958,6,24
1958-06-25,10.51,0,1958,6,25
1958-06-26,10.675,0,1958,6,26
1958-06-27,11.177,2.5,1958,6,27
1958-06-28,11.687,0,1958,6,28
1958-06-29,12.378,0,1958,6,29
1958-06-30,12.905,0,1958,6,30
1958-07-01,13.439,0,1958,7,1
1958-07-02,13.8,0,1958,7,2
1958-07-03,13.619,0,1958,7,3
1958-07-04,12.905,0,1958,7,4
1958-07-05,10.51,0,1958,7,5
1958-07-06,8.903,0,1958,7,6
1958-07-07,8.287,0,1958,7,7
1958-07-08,7.685,0.8,1958,7,8
1958-07-09,7.984,12.7,1958,7,9
1958-07-10,11.177,13.8,1958,7,10
1958-07-11,7.834,8,1958,7,11
1958-07-12,9.535,1.8,1958,7,12
1958-07-13,9.217,0.2,1958,7,13
1958-07-14,6.25,0.1,1958,7,14
1958-07-15,4.294,0.1,1958,7,15
1958-07-16,3.357,0.7,1958,7,16
1958-07-17,2.918,0,1958,7,17
1958-07-18,2.812,0,1958,7,18
1958-07-19,2.603,0.1,1958,7,19
1958-07-20,2.4,0,1958,7,20
1958-07-21,2.106,3.7,1958,7,21
1958-07-22,2.106,8.1,1958,7,22
1958-07-23,2.707,0.1,1958,7,23
1958-07-24,2.603,2.1,1958,7,24
1958-07-25,2.603,5.3,1958,7,25
1958-07-26,3.026,0.2,1958,7,26
1958-07-27,3.026,3.9,1958,7,27
1958-07-28,3.026,0,1958,7,28
1958-07-29,2.603,0,1958,7,29
1958-07-30,2.202,0.1,1958,7,30
1958-07-31,1.917,0.1,1958,7,31
1958-08-01,1.734,2.6,1958,8,1
1958-08-02,1.643,2.7,1958,8,2
1958-08-03,3.026,5.6,1958,8,3
1958-08-04,4.294,2.8,1958,8,4
1958-08-05,4.172,0.3,1958,8,5
1958-08-06,5.306,13.9,1958,8,6
1958-08-07,4.665,0.9,1958,8,7
1958-08-08,3.584,0,1958,8,8
1958-08-09,2.918,0,1958,8,9
1958-08-10,2.4,2.4,1958,8,10
1958-08-11,1.917,0,1958,8,11
1958-08-12,1.643,0,1958,8,12
1958-08-13,1.494,0.7,1958,8,13
1958-08-14,1.351,0.1,1958,8,14
1958-08-15,1.422,4.8,1958,8,15
1958-08-16,1.422,10.5,1958,8,16
1958-08-17,1.567,5.8,1958,8,17
1958-08-18,1.567,17.9,1958,8,18
1958-08-19,1.351,0,1958,8,19
1958-08-20,1.215,0,1958,8,20
1958-08-21,1.085,0,1958,8,21
1958-08-22,1.022,0,1958,8,22
1958-08-23,0.961,0,1958,8,23
1958-08-24,0.902,0,1958,8,24
1958-08-25,0.902,1.7,1958,8,25
1958-08-26,0.844,0.9,1958,8,26
1958-08-27,0.844,0.1,1958,8,27
1958-08-28,0.788,0,1958,8,28
1958-08-29,0.733,0,1958,8,29
1958-08-30,0.68,0,1958,8,30
1958-08-31,0.68,0,1958,8,31
1958-09-01,0.629,0,1958,9,1
1958-09-02,0.58,0,1958,9,2
1958-09-03,0.58,0,1958,9,3
1958-09-04,0.58,0,1958,9,4
1958-09-05,0.58,0,1958,9,5
1958-09-06,0.532,0,1958,9,6
1958-09-07,0.486,0,1958,9,7
1958-09-08,0.442,1.8,1958,9,8
1958-09-09,0.442,0.7,1958,9,9
1958-09-10,0.442,0,1958,9,10
1958-09-11,0.532,2.5,1958,9,11
1958-09-12,0.532,0,1958,9,12
1958-09-13,1.022,0,1958,9,13
1958-09-14,1.022,0,1958,9,14
1958-09-15,0.902,0,1958,9,15
1958-09-16,0.902,2,1958,9,16
1958-09-17,0.902,1.5,1958,9,17
1958-09-18,0.902,0.3,1958,9,18
1958-09-19,0.902,0,1958,9,19
1958-09-20,0.844,0,1958,9,20
1958-09-21,0.902,0,1958,9,21
1958-09-22,0.961,0,1958,9,22
1958-09-23,0.961,0,1958,9,23
1958-09-24,0.961,0,1958,9,24
1958-09-25,0.902,3.1,1958,9,25
1958-09-26,0.902,0,1958,9,26
1958-09-27,0.844,0.6,1958,9,27
1958-09-28,0.902,0.4,1958,9,28
1958-09-29,0.902,0,1958,9,29
1958-09-30,0.902,0,1958,9,30
1958-10-01,0.902,13.1,1958,10,1
1958-10-02,1.085,5.9,1958,10,2
1958-10-03,1.351,0.5,1958,10,3
1958-10-04,1.494,0.1,1958,10,4
1958-10-05,1.643,0,1958,10,5
1958-10-06,1.643,0,1958,10,6
1958-10-07,1.567,0,1958,10,7
1958-10-08,1.643,1.8,1958,10,8
1958-10-09,2.202,7.7,1958,10,9
1958-10-10,2.501,0,1958,10,10
1958-10-11,3.933,0,1958,10,11
1958-10-12,3.815,6.7,1958,10,12
1958-10-13,3.357,0.5,1958,10,13
1958-10-14,2.812,4,1958,10,14
1958-10-15,3.357,5.1,1958,10,15
1958-10-16,2.603,1.9,1958,10,16
1958-10-17,2.202,0,1958,10,17
1958-10-18,1.825,0,1958,10,18
1958-10-19,1.567,0,1958,10,19
1958-10-20,1.494,1.3,1958,10,20
1958-10-21,1.422,2.1,1958,10,21
1958-10-22,2.4,2.3,1958,10,22
1958-10-23,2.501,2.6,1958,10,23
1958-10-24,6.388,14.5,1958,10,24
1958-10-25,5.176,18.2,1958,10,25
1958-10-26,9.06,3.1,1958,10,26
1958-10-27,14.715,8.1,1958,10,27
