Date,Streamflow,Precip,Year,Month,Day
16/11/1979,7.2,0,1979,11,16
17/11/1979,7.1,0,1979,11,17
18/11/1979,6.89,0,1979,11,18
19/11/1979,6.76,0.2,1979,11,19
20/11/1979,6.66,0,1979,11,20
21/11/1979,6.48,0.2,1979,11,21
22/11/1979,6.3,0,1979,11,22
23/11/1979,6.2,0,1979,11,23
24/11/1979,6.07,6.1,1979,11,24
25/11/1979,5.92,1.8,1979,11,25
26/11/1979,5.76,0.4,1979,11,26
27/11/1979,5.64,0,1979,11,27
28/11/1979,5.56,0,1979,11,28
29/11/1979,5.4,0,1979,11,29
30/11/1979,5.34,0,1979,11,30
01/12/1979,5.2,0,1979,12,1
02/12/1979,5.1,0,1979,12,2
03/12/1979,5,0,1979,12,3
04/12/1979,4.9,0,1979,12,4
05/12/1979,4.8,0,1979,12,5
06/12/1979,4.66,0.6,1979,12,6
07/12/1979,4.56,0,1979,12,7
08/12/1979,4.42,0.4,1979,12,8
09/12/1979,4.32,0,1979,12,9
10/12/1979,4.22,0,1979,12,10
11/12/1979,4.1,0,1979,12,11
12/12/1979,4,0,1979,12,12
13/12/1979,3.92,2.7,1979,12,13
14/12/1979,3.8,2.3,1979,12,14
15/12/1979,3.7,0.8,1979,12,15
16/12/1979,3.6,0.4,1979,12,16
17/12/1979,3.5,0,1979,12,17
18/12/1979,3.4,0.9,1979,12,18
19/12/1979,3.28,0,1979,12,19
20/12/1979,3.18,0,1979,12,20
21/12/1979,3.13,0,1979,12,21
22/12/1979,3.09,0,1979,12,22
23/12/1979,3.03,0.2,1979,12,23
24/12/1979,2.96,0,1979,12,24
25/12/1979,2.86,1.6,1979,12,25
26/12/1979,2.76,0.6,1979,12,26
27/12/1979,2.66,0,1979,12,27
28/12/1979,2.54,0,1979,12,28
29/12/1979,2.44,0,1979,12,29
30/12/1979,2.36,0,1979,12,30
31/12/1979,2.3,0,1979,12,31
01/01/1980,1.9,0,1980,1,1
02/01/1980,1.8,0,1980,1,2
03/01/1980,1.8,0.3,1980,1,3
04/01/1980,1.6,0.2,1980,1,4
05/01/1980,1.6,0,1980,1,5
06/01/1980,1.6,0,1980,1,6
07/01/1980,1.5,0.3,1980,1,7
08/01/1980,1.5,0,1980,1,8
09/01/1980,1.4,0,1980,1,9
10/01/1980,1.4,0,1980,1,10
11/01/1980,1.4,0,1980,1,11
12/01/1980,1.2,0,1980,1,12
13/01/1980,1.4,9.9,1980,1,13
14/01/1980,1.1,0,1980,1,14
15/01/1980,1,5,1980,1,15
16/01/1980,1.19,0,1980,1,16
17/01/1980,1.14,0,1980,1,17
18/01/1980,1.14,4.6,1980,1,18
19/01/1980,1.1,0,1980,1,19
20/01/1980,1.1,0,1980,1,20
21/01/1980,1.08,0.3,1980,1,21
22/01/1980,1.06,0,1980,1,22
23/01/1980,1.04,0,1980,1,23
24/01/1980,1.02,0.2,1980,1,24
25/01/1980,1.01,1.1,1980,1,25
26/01/1980,1,0,1980,1,26
27/01/1980,0.99,0,1980,1,27
28/01/1980,0.98,0,1980,1,28
29/01/1980,0.95,0,1980,1,29
30/01/1980,0.94,0,1980,1,30
31/01/1980,0.93,0,1980,1,31
01/02/1980,0.93,0,1980,2,1
02/02/1980,0.91,0,1980,2,2
03/02/1980,0.9,0,1980,2,3
04/02/1980,0.9,0,1980,2,4
05/02/1980,0.89,0.2,1980,2,5
06/02/1980,0.88,0.2,1980,2,6
07/02/1980,0.87,0,1980,2,7
08/02/1980,0.86,0,1980,2,8
09/02/1980,0.84,2,1980,2,9
10/02/1980,0.82,1.4,1980,2,10
11/02/1980,0.81,0.3,1980,2,11
12/02/1980,0.81,0,1980,2,12
13/02/1980,0.8,0.7,1980,2,13
14/02/1980,0.8,1.3,1980,2,14
15/02/1980,0.8,0,1980,2,15
16/02/1980,0.8,0,1980,2,16
17/02/1980,0.8,0,1980,2,17
18/02/1980,0.8,0,1980,2,18
19/02/1980,0.8,0,1980,2,19
20/02/1980,0.8,0,1980,2,20
21/02/1980,0.8,0,1980,2,21
22/02/1980,0.8,0,1980,2,22
23/02/1980,0.8,1.8,1980,2,23
24/02/1980,0.8,0,1980,2,24
25/02/1980,0.8,0.4,1980,2,25
26/02/1980,0.8,0.8,1980,2,26
27/02/1980,0.8,0,1980,2,27
28/02/1980,0.8,0,1980,2,28
29/02/1980,0.8,0,1980,2,29
01/03/1980,0.8,0.8,1980,3,1
02/03/1980,0.8,0.4,1980,3,2
03/03/1980,0.8,0,1980,3,3
04/03/1980,0.8,0,1980,3,4
05/03/1980,0.8,0.2,1980,3,5
06/03/1980,0.8,0,1980,3,6
07/03/1980,0.8,0,1980,3,7
08/03/1980,0.8,0,1980,3,8
09/03/1980,0.8,6.7,1980,3,9
10/03/1980,0.8,0,1980,3,10
11/03/1980,0.8,0,1980,3,11
12/03/1980,0.8,1.2,1980,3,12
13/03/1980,0.8,0.8,1980,3,13
14/03/1980,0.81,0,1980,3,14
15/03/1980,0.81,2.6,1980,3,15
16/03/1980,0.82,1.5,1980,3,16
17/03/1980,0.83,0,1980,3,17
18/03/1980,0.83,0,1980,3,18
19/03/1980,0.832,5,1980,3,19
20/03/1980,0.85,2.7,1980,3,20
21/03/1980,0.86,0.7,1980,3,21
22/03/1980,0.88,0.3,1980,3,22
23/03/1980,0.89,0,1980,3,23
24/03/1980,0.89,0,1980,3,24
25/03/1980,0.9,0,1980,3,25
26/03/1980,0.9,0,1980,3,26
27/03/1980,0.9,0.3,1980,3,27
28/03/1980,0.91,0,1980,3,28
29/03/1980,0.92,0,1980,3,29
30/03/1980,0.93,0,1980,3,30
31/03/1980,0.95,0,1980,3,31
01/04/1980,0.95,0,1980,4,1
02/04/1980,0.97,0,1980,4,2
03/04/1980,0.98,0,1980,4,3
04/04/1980,0.99,0,1980,4,4
05/04/1980,0.99,0,1980,4,5
06/04/1980,0.99,0,1980,4,6
07/04/1980,1,0,1980,4,7
08/04/1980,1,0,1980,4,8
09/04/1980,1.01,0,1980,4,9
10/04/1980,1.02,0,1980,4,10
11/04/1980,1.03,0,1980,4,11
12/04/1980,1.05,0,1980,4,12
13/04/1980,1.1,0,1980,4,13
14/04/1980,1.3,0.2,1980,4,14
15/04/1980,1.5,0,1980,4,15
16/04/1980,1.9,5.6,1980,4,16
17/04/1980,3.4,0,1980,4,17
18/04/1980,5.4,0,1980,4,18
19/04/1980,10.2,0,1980,4,19
20/04/1980,14.3,0,1980,4,20
21/04/1980,17.9,0,1980,4,21
22/04/1980,24.4,5.2,1980,4,22
23/04/1980,29.1,0,1980,4,23
24/04/1980,47.3,0,1980,4,24
25/04/1980,68.5,0,1980,4,25
26/04/1980,67.1,0,1980,4,26
27/04/1980,54.5,0,1980,4,27
28/04/1980,54.3,0,1980,4,28
29/04/1980,57.5,0,1980,4,29
30/04/1980,58.9,0,1980,4,30
01/05/1980,59.6,0,1980,5,1
02/05/1980,59.6,0,1980,5,2
03/05/1980,57.8,0,1980,5,3
04/05/1980,55.1,0,1980,5,4
05/05/1980,50.9,2,1980,5,5
06/05/1980,46.2,0,1980,5,6
07/05/1980,41.5,0.2,1980,5,7
08/05/1980,37.2,0.4,1980,5,8
09/05/1980,33.3,0,1980,5,9
10/05/1980,30.5,4.7,1980,5,10
11/05/1980,28.6,4.2,1980,5,11
12/05/1980,28.4,0.4,1980,5,12
13/05/1980,27.9,0,1980,5,13
14/05/1980,28.1,0,1980,5,14
15/05/1980,27.7,0,1980,5,15
16/05/1980,26.9,0,1980,5,16
17/05/1980,23.5,0,1980,5,17
18/05/1980,22.7,0,1980,5,18
19/05/1980,21.5,0,1980,5,19
20/05/1980,20.1,6,1980,5,20
21/05/1980,19.1,0,1980,5,21
22/05/1980,17.8,2,1980,5,22
23/05/1980,16.7,0,1980,5,23
24/05/1980,15.2,0,1980,5,24
25/05/1980,15.2,0,1980,5,25
26/05/1980,15.4,0,1980,5,26
27/05/1980,14.8,17,1980,5,27
28/05/1980,15.8,0,1980,5,28
29/05/1980,15.6,0.9,1980,5,29
30/05/1980,16.5,0,1980,5,30
31/05/1980,15.5,0,1980,5,31
01/06/1980,14.4,0.2,1980,6,1
02/06/1980,13.7,0,1980,6,2
03/06/1980,13.1,0,1980,6,3
04/06/1980,13,4.2,1980,6,4
05/06/1980,13.8,5.8,1980,6,5
06/06/1980,13.6,3.5,1980,6,6
07/06/1980,15.7,0.5,1980,6,7
08/06/1980,17.6,0,1980,6,8
09/06/1980,18.9,0,1980,6,9
10/06/1980,19.9,0,1980,6,10
11/06/1980,20.3,0,1980,6,11
12/06/1980,18.8,13.4,1980,6,12
13/06/1980,21.4,1.3,1980,6,13
14/06/1980,23.5,0,1980,6,14
15/06/1980,24.6,0,1980,6,15
16/06/1980,25.1,4.8,1980,6,16
17/06/1980,24.5,0.2,1980,6,17
18/06/1980,23.8,0,1980,6,18
19/06/1980,22.7,0,1980,6,19
20/06/1980,20.7,0,1980,6,20
21/06/1980,18.5,0.2,1980,6,21
22/06/1980,17.4,10,1980,6,22
23/06/1980,16.4,8.4,1980,6,23
24/06/1980,16.2,48.7,1980,6,24
25/06/1980,23.6,8.2,1980,6,25
26/06/1980,34.9,0,1980,6,26
27/06/1980,47.5,0,1980,6,27
28/06/1980,55,0,1980,6,28
29/06/1980,56.5,0,1980,6,29
30/06/1980,53.6,11.5,1980,6,30
01/07/1980,52.9,11.2,1980,7,1
02/07/1980,52,0.2,1980,7,2
03/07/1980,50.9,0,1980,7,3
04/07/1980,47.6,0,1980,7,4
05/07/1980,44.4,0,1980,7,5
06/07/1980,41.1,4.8,1980,7,6
07/07/1980,38.1,4.9,1980,7,7
08/07/1980,35.1,0,1980,7,8
09/07/1980,33,0,1980,7,9
10/07/1980,30.6,0,1980,7,10
11/07/1980,28.2,0,1980,7,11
12/07/1980,26.8,10.2,1980,7,12
13/07/1980,25.3,0,1980,7,13
14/07/1980,24,0,1980,7,14
15/07/1980,22.1,0,1980,7,15
16/07/1980,19.6,0,1980,7,16
17/07/1980,17.8,0,1980,7,17
18/07/1980,16.2,22.9,1980,7,18
19/07/1980,15.7,0,1980,7,19
20/07/1980,15.6,0.6,1980,7,20
21/07/1980,15.6,0,1980,7,21
22/07/1980,16.1,0.2,1980,7,22
23/07/1980,16,62.6,1980,7,23
24/07/1980,29.3,2.1,1980,7,24
25/07/1980,39.7,0,1980,7,25
26/07/1980,44.8,0,1980,7,26
27/07/1980,46.7,0,1980,7,27
28/07/1980,45.2,0,1980,7,28
29/07/1980,41.9,0,1980,7,29
30/07/1980,38.2,10.1,1980,7,30
31/07/1980,34.4,5,1980,7,31
01/08/1980,31.9,2.2,1980,8,1
02/08/1980,28.9,0,1980,8,2
03/08/1980,28.1,0,1980,8,3
04/08/1980,25.8,0,1980,8,4
05/08/1980,22.8,11.8,1980,8,5
06/08/1980,23.7,8,1980,8,6
07/08/1980,26.1,0.4,1980,8,7
08/08/1980,28.3,0,1980,8,8
09/08/1980,29.4,0,1980,8,9
10/08/1980,29.3,0,1980,8,10
11/08/1980,28.1,0,1980,8,11
12/08/1980,26.4,0,1980,8,12
13/08/1980,24.2,2,1980,8,13
14/08/1980,21.9,0,1980,8,14
15/08/1980,19.8,0,1980,8,15
16/08/1980,17.6,0,1980,8,16
17/08/1980,16,0,1980,8,17
18/08/1980,14.6,0,1980,8,18
19/08/1980,14,4.2,1980,8,19
20/08/1980,13.4,0.5,1980,8,20
21/08/1980,12.3,48.4,1980,8,21
22/08/1980,14.5,19.8,1980,8,22
23/08/1980,19.8,0.6,1980,8,23
24/08/1980,24.5,0,1980,8,24
25/08/1980,31.6,23.6,1980,8,25
26/08/1980,40.8,0,1980,8,26
27/08/1980,46.5,0,1980,8,27
28/08/1980,49.1,2.4,1980,8,28
29/08/1980,50.7,0.6,1980,8,29
30/08/1980,50.6,0,1980,8,30
31/08/1980,49.1,0,1980,8,31
01/09/1980,45.5,0,1980,9,1
02/09/1980,40.7,1.1,1980,9,2
03/09/1980,37.3,10.1,1980,9,3
04/09/1980,35,1.4,1980,9,4
05/09/1980,31.4,0.5,1980,9,5
06/09/1980,29.3,0,1980,9,6
07/09/1980,26.8,0,1980,9,7
08/09/1980,25.5,3.2,1980,9,8
09/09/1980,24.4,0.4,1980,9,9
10/09/1980,21.8,0,1980,9,10
11/09/1980,20.2,0,1980,9,11
12/09/1980,19.5,1,1980,9,12
13/09/1980,18.3,0,1980,9,13
14/09/1980,17.6,0,1980,9,14
15/09/1980,17.4,28.5,1980,9,15
16/09/1980,19.5,4.6,1980,9,16
17/09/1980,26.5,0,1980,9,17
18/09/1980,30.4,0,1980,9,18
19/09/1980,34.1,0,1980,9,19
20/09/1980,34.3,2.2,1980,9,20
21/09/1980,37.1,9.4,1980,9,21
22/09/1980,37.7,0,1980,9,22
23/09/1980,38.3,0.4,1980,9,23
24/09/1980,38.5,1.3,1980,9,24
25/09/1980,38,0,1980,9,25
26/09/1980,37.3,3.3,1980,9,26
27/09/1980,35.3,0,1980,9,27
28/09/1980,33.1,0,1980,9,28
29/09/1980,30.6,0,1980,9,29
30/09/1980,29,13.8,1980,9,30
01/10/1980,28.4,2,1980,10,1
02/10/1980,27.2,0,1980,10,2
03/10/1980,26.4,0,1980,10,3
04/10/1980,24.9,0,1980,10,4
05/10/1980,25,0,1980,10,5
06/10/1980,24.8,1,1980,10,6
07/10/1980,25,0.3,1980,10,7
08/10/1980,24.8,0,1980,10,8
09/10/1980,24.7,0.4,1980,10,9
10/10/1980,23.3,1.5,1980,10,10
11/10/1980,23,1,1980,10,11
12/10/1980,22.5,0.4,1980,10,12
13/10/1980,21,0,1980,10,13
14/10/1980,20.1,0,1980,10,14
15/10/1980,19.8,0,1980,10,15
16/10/1980,18.4,0,1980,10,16
17/10/1980,17.2,0,1980,10,17
18/10/1980,15.8,0,1980,10,18
19/10/1980,15.4,0,1980,10,19
20/10/1980,15,0.3,1980,10,20
21/10/1980,14.7,0.3,1980,10,21
22/10/1980,13.9,0,1980,10,22
23/10/1980,13.7,0,1980,10,23
24/10/1980,12.5,0,1980,10,24
25/10/1980,12.8,0,1980,10,25
26/10/1980,12.3,0,1980,10,26
27/10/1980,11.2,0,1980,10,27
28/10/1980,10.6,0,1980,10,28
29/10/1980,10.2,5.3,1980,10,29
30/10/1980,9.9,0.8,1980,10,30
31/10/1980,9.45,4.1,1980,10,31
01/11/1980,9.3,0,1980,11,1
02/11/1980,8.85,0,1980,11,2
03/11/1980,8.55,0.3,1980,11,3
04/11/1980,8.25,0,1980,11,4
05/11/1980,8,2.9,1980,11,5
06/11/1980,7.9,0,1980,11,6
07/11/1980,7.6,0,1980,11,7
08/11/1980,7.3,0,1980,11,8
